,Player,Pos.,Team ▾,Total Value,APY,"Total
Guaranteed","Avg.
Guarantee/Year",% Guaranteed
,Isaac TeSlaa,WR,Lions,"$6,664,452","$1,666,113","$1,486,872","$371,718",22.3%
,Avonte Maddox,CB,Lions,"$1,422,500","$1,422,500","$1,197,500","$1,197,500",84.2%
,Al-Quadin Muhammad,EDGE,Lions,"$1,422,500","$1,422,500","$917,500","$917,500",64.5%
,Giovanni Manu,LT,Lions,"$4,745,656","$1,186,414","$725,656","$181,414",15.3%
,Tyler Lacy,IDL,Lions,"$4,527,120","$1,131,780","$687,120","$171,780",15.2%
,Sione Vaki,RB,Lions,"$4,548,708","$1,137,177","$528,708","$132,177",11.6%
,Miles Frazier,RG,Lions,"$4,520,216","$1,130,054","$320,216","$80,054",7.1%
,Colby Sorsdal,RG,Lions,"$4,160,084","$1,040,021","$320,084","$80,021",7.7%
,Kayode Awosika,RT,Lions,"$1,400,000","$1,400,000","$300,000","$300,000",21.4%
,Khalil Dorsey,CB,Lions,"$3,300,000","$1,650,000","$300,000","$150,000",9.1%
,Malcolm Rodriguez,LB,Lions,"$3,847,928","$961,982","$187,928","$46,982",4.9%
,Mekhi Wingo,IDL,Lions,"$4,206,800","$1,051,700","$186,800","$46,700",4.4%
,Jake Bates,K,Lions,"$1,980,000","$990,000","$150,000","$75,000",7.6%
,Christian Mahogany,RG,Lions,"$4,158,388","$1,039,597","$138,388","$34,597",3.3%
,Dan Jackson,S,Lions,"$4,331,624","$1,082,906","$131,624","$32,906",3.0%
,Dominic Lovett,WR,Lions,"$4,306,772","$1,076,693","$106,772","$26,693",2.5%
,Kyle Allen,QB,Lions,"$1,270,000","$1,270,000","$100,000","$100,000",7.9%
,Daniel Thomas,S,Lions,"$1,500,000","$1,500,000","$75,000","$75,000",5.0%
,Trystan Colon,C,Lions,"$1,220,000","$1,220,000","$50,000","$50,000",4.1%
,Kye Robichaux,RB,Lions,"$2,970,000","$990,000","$50,000","$16,667",1.7%
,Thomas Harper,CB,Lions,"$2,840,000","$946,667","$30,000","$10,000",1.1%
,Ahmed Hassanein,EDGE,Lions,"$985,000","$985,000","$25,000","$25,000",2.5%
,Hogan Hatten,LS,Lions,"$2,831,000","$943,667","$1,000",$333,0.0%
,Thomas Gordon,TE,Lions,"$885,000","$885,000",$0,$0,0.0%
,Seth McLaughlin,C,Lions,"$885,000","$885,000",$0,$0,0.0%
,Zach Horton,TE,Lions,"$885,000","$885,000",$0,$0,0.0%
,Jackson Meeks,WR,Lions,"$885,000","$885,000",$0,$0,0.0%
,Mason Miller,RT,Lions,"$885,000","$885,000",$0,$0,0.0%
,Jabari Small,RB,Lions,"$885,000","$885,000",$0,$0,0.0%
,Devin Cochran,LT,Lions,"$1,005,000","$1,005,000",$0,$0,0.0%
,Jacob Saylors,RB,Lions,"$1,005,000","$1,005,000",$0,$0,0.0%
,Malik Cunningham,QB,Lions,"$1,005,000","$1,005,000",$0,$0,0.0%
,Nick Whiteside,CB,Lions,"$1,005,000","$1,005,000",$0,$0,0.0%
,Trevor Nowaske,LB,Lions,"$1,030,000","$1,030,000",$0,$0,0.0%
,Tyrus Wheat,EDGE,Lions,"$1,030,000","$1,030,000",$0,$0,0.0%
,Michael Niese,LG,Lions,"$1,075,000","$1,075,000",$0,$0,0.0%
,Loren Strickland,S,Lions,"$1,075,000","$1,075,000",$0,$0,0.0%
,Chris Smith,IDL,Lions,"$1,075,000","$1,075,000",$0,$0,0.0%
,Tom Kennedy,WR,Lions,"$1,100,000","$1,100,000",$0,$0,0.0%
,Jamarco Jones,LT,Lions,"$1,100,000","$1,100,000",$0,$0,0.0%
,Shane Zylstra,TE,Lions,"$1,100,000","$1,100,000",$0,$0,0.0%
,Dan Skipper,LT,Lions,"$1,170,000","$1,170,000",$0,$0,0.0%
,Anthony Firkser,TE,Lions,"$1,170,000","$1,170,000",$0,$0,0.0%
,Rock Ya-Sin,CB,Lions,"$1,170,000","$1,170,000",$0,$0,0.0%
,Levi Onwuzurike,IDL,Lions,"$1,215,000","$1,215,000",$0,$0,0.0%
,Zach Cunningham,LB,Lions,"$1,255,000","$1,255,000",$0,$0,0.0%
,Jalen Mills,CB,Lions,"$1,255,000","$1,255,000",$0,$0,0.0%
,Arthur Maulet,CB,Lions,"$1,255,000","$1,255,000",$0,$0,0.0%
,Zeke Turner,LB,Lions,"$1,255,000","$1,255,000",$0,$0,0.0%
,Micah Parsons,EDGE,Packers,"$186,000,000","$46,500,000","$120,000,000","$30,000,000",64.5%
,Jordan Love,QB,Packers,"$220,000,000","$55,000,000","$100,800,000","$25,200,000",45.8%
,Rashan Gary,EDGE,Packers,"$96,000,000","$24,000,000","$34,636,928","$8,659,232",36.1%
,Zach Tom,RT,Packers,"$88,000,000","$22,000,000","$30,200,000","$7,550,000",34.3%
,Aaron Banks,LG,Packers,"$77,000,000","$19,250,000","$27,000,000","$6,750,000",35.1%
,Elgton Jenkins,LG,Packers,"$68,000,000","$17,000,000","$24,000,000","$6,000,000",35.3%
,Xavier McKinney,S,Packers,"$67,000,000","$16,750,000","$23,000,000","$5,750,000",34.3%
,Matthew Golden,WR,Packers,"$17,575,338","$4,393,835","$17,575,338","$4,393,835",100.0%
,Lukas Van Ness,EDGE,Packers,"$17,388,096","$4,347,024","$17,388,096","$4,347,024",100.0%
,Nate Hobbs,CB,Packers,"$48,000,000","$12,000,000","$16,000,000","$4,000,000",33.3%
,Jordan Morgan,RT,Packers,"$14,185,596","$3,546,399","$14,185,596","$3,546,399",100.0%
,Quay Walker,LB,Packers,"$13,841,644","$3,460,411","$13,841,644","$3,460,411",100.0%
,Devonte Wyatt,IDL,Packers,"$12,861,182","$3,215,296","$12,861,182","$3,215,296",100.0%
,Josh Jacobs,RB,Packers,"$48,000,000","$12,000,000","$12,500,000","$3,125,000",26.0%
,Edgerrin Cooper,LB,Packers,"$8,598,920","$2,149,730","$6,568,275","$1,642,069",76.4%
,Keisean Nixon,CB,Packers,"$18,000,000","$6,000,000","$6,500,000","$2,166,667",36.1%
,Luke Musgrave,TE,Packers,"$8,475,742","$2,118,936","$6,348,437","$1,587,109",74.9%
,Christian Watson,WR,Packers,"$11,000,000","$11,000,000","$6,067,078","$6,067,078",55.2%
,Anthony Belton,LT,Packers,"$8,016,826","$2,004,207","$5,848,303","$1,462,076",73.0%
,Brandon McManus,K,Packers,"$15,300,000","$5,100,000","$5,000,000","$1,666,667",32.7%
,Jayden Reed,WR,Packers,"$7,180,778","$1,795,195","$4,048,783","$1,012,196",56.4%
,Javon Bullard,S,Packers,"$6,706,132","$1,676,533","$3,735,287","$933,822",55.7%
,Isaiah McDuffie,LB,Packers,"$8,000,000","$4,000,000","$2,550,000","$1,275,000",31.9%
,Daniel Whelan,P,Packers,"$6,200,000","$3,100,000","$2,100,000","$1,050,000",33.9%
,Savion Williams,WR,Packers,"$6,292,454","$1,573,114","$1,216,328","$304,082",19.3%
,Tucker Kraft,TE,Packers,"$5,537,932","$1,384,483","$1,027,588","$256,897",18.6%
,MarShawn Lloyd,RB,Packers,"$5,688,518","$1,422,130","$957,104","$239,276",16.8%
,Ty'Ron Hopper,LB,Packers,"$5,678,024","$1,419,506","$949,472","$237,368",16.7%
,Barryn Sorrell,EDGE,Packers,"$5,141,852","$1,285,463","$941,852","$235,463",18.3%
,Malik Willis,QB,Packers,"$5,160,100","$1,290,025","$932,800","$233,200",18.1%
,Sean Rhyan,LT,Packers,"$5,122,854","$1,280,714","$905,712","$226,428",17.7%
,Evan Williams,S,Packers,"$4,822,880","$1,205,720","$802,880","$200,720",16.6%
,Colby Wooden,IDL,Packers,"$4,607,928","$1,151,982","$767,928","$191,982",16.7%
,Matt Orzech,LS,Packers,"$4,830,000","$1,610,000","$750,000","$250,000",15.5%
,Romeo Doubs,WR,Packers,"$4,343,916","$1,085,979","$683,916","$170,979",15.7%
,Collin Oliver,EDGE,Packers,"$4,604,084","$1,151,021","$404,084","$101,021",8.8%
,Dontayvion Wicks,WR,Packers,"$4,142,544","$1,035,636","$302,544","$75,636",7.3%
,Jacob Monk,C,Packers,"$4,321,616","$1,080,404","$301,616","$75,404",7.0%
,Darian Kinnard,RT,Packers,"$2,195,000","$1,097,500","$300,000","$150,000",13.7%
,Kitan Oladapo,S,Packers,"$4,274,276","$1,068,569","$254,276","$63,569",5.9%
,Kingsley Enagbare,EDGE,Packers,"$3,902,556","$975,639","$242,556","$60,639",6.2%
,Warren Brinson,IDL,Packers,"$4,426,384","$1,106,596","$226,384","$56,596",5.1%
,Karl Brooks,IDL,Packers,"$4,052,028","$1,013,007","$212,028","$53,007",5.2%
,Travis Glover,LT,Packers,"$4,191,380","$1,047,845","$171,380","$42,845",4.1%
,Nazir Stackhouse,IDL,Packers,"$2,980,000","$993,333","$165,000","$55,000",5.5%
,John FitzPatrick,TE,Packers,"$1,500,000","$1,500,000","$125,000","$125,000",8.3%
,John Williams,LG,Packers,"$4,301,672","$1,075,418","$101,672","$25,418",2.4%
,Carrington Valentine,CB,Packers,"$3,940,660","$985,165","$100,660","$25,165",2.6%
,Rasheed Walker,LT,Packers,"$3,740,876","$935,219","$80,876","$20,219",2.2%
,Brenton Cox Jr.,EDGE,Packers,"$2,704,000","$901,333","$9,000","$3,000",0.3%
,Donovan Jennings,RT,Packers,"$840,000","$840,000",$0,$0,0.0%
,Kamal Hadden,CB,Packers,"$840,000","$840,000",$0,$0,0.0%
,Kyle McCord,QB,Packers,"$885,000","$885,000",$0,$0,0.0%
,McCallan Castles,TE,Packers,"$885,000","$885,000",$0,$0,0.0%
,Mark Perry,S,Packers,"$885,000","$885,000",$0,$0,0.0%
,Will Sheppard,WR,Packers,"$885,000","$885,000",$0,$0,0.0%
,Isaiah Neyor,WR,Packers,"$885,000","$885,000",$0,$0,0.0%
,Tyron Herring,CB,Packers,"$885,000","$885,000",$0,$0,0.0%
,Damien Martinez,RB,Packers,"$885,000","$885,000",$0,$0,0.0%
,James Ester,IDL,Packers,"$885,000","$885,000",$0,$0,0.0%
,Drake Dabney,TE,Packers,"$885,000","$885,000",$0,$0,0.0%
,Dante Barnett,IDL,Packers,"$885,000","$885,000",$0,$0,0.0%
,Dalton Cooper,LT,Packers,"$885,000","$885,000",$0,$0,0.0%
,Karsen Barnhart,LG,Packers,"$885,000","$885,000",$0,$0,0.0%
,Anthony Campbell,IDL,Packers,"$885,000","$885,000",$0,$0,0.0%
,Brant Banks,LT,Packers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Jamon Johnson,LB,Packers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Messiah Swinson,TE,Packers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Lecitus Smith,RG,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Josh Whyle,TE,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Arron Mosby,EDGE,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Jonathan Ford,IDL,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Bo Melton,WR,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Emanuel Wilson,RB,Packers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Jaden Crumedy,IDL,Packers,"$1,075,000","$1,075,000",$0,$0,0.0%
,Lucas Havrisik,K,Packers,"$1,075,000","$1,075,000",$0,$0,0.0%
,Kristian Welch,LB,Packers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Nick Niemann,LB,Packers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Zayne Anderson,S,Packers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Pierre Strong Jr.,RB,Packers,"$1,215,000","$1,215,000",$0,$0,0.0%
,Jakobie Keeney-James,WR,Packers,"$1,845,000","$922,500",$0,$0,0.0%
,Johnathan Baldwin,S,Packers,"$1,845,000","$922,500",$0,$0,0.0%
,Christopher Brooks,RB,Packers,"$1,945,000","$972,500",$0,$0,0.0%
,Shemar Bartholomew,CB,Packers,"$2,035,000","$1,017,500",$0,$0,0.0%
,Jaylin Simpson,S,Packers,"$2,035,000","$1,017,500",$0,$0,0.0%
,Jordon Riley,IDL,Packers,"$2,175,000","$1,087,500",$0,$0,0.0%
,Desmond Ridder,QB,Packers,"$2,245,000","$1,122,500",$0,$0,0.0%
,Jaycee Horn,CB,Panthers,"$100,000,000","$25,000,000","$46,707,000","$11,676,750",46.7%
,Robert Hunt,RG,Panthers,"$100,000,000","$20,000,000","$44,000,000","$8,800,000",44.0%
,Derrick Brown,IDL,Panthers,"$96,000,000","$24,000,000","$41,165,000","$10,291,250",42.9%
,Bryce Young,QB,Panthers,"$37,955,074","$9,488,769","$37,955,074","$9,488,769",100.0%
,Taylor Moton,RT,Panthers,"$44,000,000","$22,000,000","$36,800,000","$18,400,000",83.6%
,Trevon Moehrig,S,Panthers,"$51,000,000","$17,000,000","$34,500,000","$11,500,000",67.6%
,Tershawn Wharton,IDL,Panthers,"$45,050,000","$15,016,667","$30,250,000","$10,083,333",67.1%
,Tetairoa McMillan,WR,Panthers,"$27,930,390","$6,982,598","$27,930,390","$6,982,598",100.0%
,Ikem Ekwonu,LT,Panthers,"$27,568,050","$6,892,013","$27,568,050","$6,892,013",100.0%
,Damien Lewis,LG,Panthers,"$53,000,000","$13,250,000","$26,215,000","$6,553,750",49.5%
,Xavier Legette,WR,Panthers,"$12,357,176","$3,089,294","$12,357,176","$3,089,294",100.0%
,Chuba Hubbard,RB,Panthers,"$33,200,000","$8,300,000","$12,058,000","$3,014,500",36.3%
,Patrick Jones II,EDGE,Panthers,"$15,000,000","$7,500,000","$10,250,000","$5,125,000",68.3%
,A'Shawn Robinson,IDL,Panthers,"$22,500,000","$7,500,000","$7,375,000","$2,458,333",32.8%
,Bobby Brown III,IDL,Panthers,"$21,000,000","$7,000,000","$6,800,000","$2,266,667",32.4%
,Nic Scourton,EDGE,Panthers,"$8,614,236","$2,153,559","$6,660,008","$1,665,002",77.3%
,Jonathon Brooks,RB,Panthers,"$8,417,082","$2,104,271","$6,240,268","$1,560,067",74.1%
,Andy Dalton,QB,Panthers,"$8,000,000","$4,000,000","$6,000,000","$3,000,000",75.0%
,Tommy Tremble,TE,Panthers,"$10,500,000","$5,250,000","$6,000,000","$3,000,000",57.1%
,Michael Jackson Sr.,CB,Panthers,"$10,500,000","$5,250,000","$5,700,000","$2,850,000",54.3%
,Brady Christensen,LG,Panthers,"$2,787,500","$2,787,500","$2,787,500","$2,787,500",100.0%
,Rico Dowdle,RB,Panthers,"$2,750,000","$2,750,000","$2,750,000","$2,750,000",100.0%
,Christian Rozeboom,LB,Panthers,"$2,500,000","$2,500,000","$1,970,000","$1,970,000",78.8%
,Sam Martin,P,Panthers,"$1,600,000","$1,600,000","$1,600,000","$1,600,000",100.0%
,Princely Umanmielen,EDGE,Panthers,"$6,500,542","$1,625,136","$1,367,668","$341,917",21.0%
,J.J. Jansen,LS,Panthers,"$1,487,500","$1,487,500","$1,262,500","$1,262,500",84.9%
,Trevin Wallace,LB,Panthers,"$5,959,836","$1,489,959","$1,154,424","$288,606",19.4%
,Trevor Etienne,RB,Panthers,"$5,208,744","$1,302,186","$1,008,744","$252,186",19.4%
,Lathan Ransom,S,Panthers,"$5,157,116","$1,289,279","$957,116","$239,279",18.6%
,Ja'Tavion Sanders,TE,Panthers,"$5,044,236","$1,261,059","$874,236","$218,559",17.3%
,Chandler Zavala,RG,Panthers,"$4,611,736","$1,152,934","$771,736","$192,934",16.7%
,Akayleb Evans,CB,Panthers,"$4,421,076","$1,105,269","$761,076","$190,269",17.2%
,David Moore,WR,Panthers,"$1,422,500","$1,422,500","$563,500","$563,500",39.6%
,Damarri Mathis,CB,Panthers,"$1,100,000","$1,100,000","$500,000","$500,000",45.5%
,Cam'Ron Jackson,IDL,Panthers,"$4,673,156","$1,168,289","$473,156","$118,289",10.1%
,Mitchell Evans,TE,Panthers,"$4,590,968","$1,147,742","$390,968","$97,742",8.5%
,Yosuah Nijman,LT,Panthers,"$2,000,000","$2,000,000","$350,000","$350,000",17.5%
,Chau Smith-Wade,CB,Panthers,"$4,343,984","$1,085,996","$323,984","$80,996",7.5%
,Bam Martin-Scott,LB,Panthers,"$2,980,000","$993,333","$290,000","$96,667",9.7%
,Jimmy Horn Jr.,WR,Panthers,"$4,395,440","$1,098,860","$195,440","$48,860",4.4%
,Corey Thornton,CB,Panthers,"$2,975,000","$991,667","$150,000","$50,000",5.0%
,Ryan Fitzgerald,K,Panthers,"$2,980,000","$993,333","$145,000","$48,333",4.9%
,Popo Aumavae,IDL,Panthers,"$2,845,000","$948,333","$55,000","$18,333",1.9%
,Claudin Cherelus,LB,Panthers,"$2,700,000","$900,000","$20,000","$6,667",0.7%
,Demani Richardson,S,Panthers,"$234,000","$234,000",$0,$0,0.0%
,Brycen Tremayne,WR,Panthers,"$840,000","$840,000",$0,$0,0.0%
,Mike Reid,CB,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Anthony Tyus III,RB,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Jared Bartlett,LB,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Joshua Gray,LG,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Montrell Johnson Jr.,RB,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Jamil Muhammad,EDGE,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Mapalo Mwansa,EDGE,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Bryce Pierre,TE,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Jaseem Reed,WR,Panthers,"$885,000","$885,000",$0,$0,0.0%
,Tyrek Funderburk,CB,Panthers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Ainias Smith,WR,Panthers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Jacoby Windmon,LB,Panthers,"$1,005,000","$1,005,000",$0,$0,0.0%
,Thomas Incoom,EDGE,Panthers,"$1,030,000","$1,030,000",$0,$0,0.0%
,LaBryan Ray,IDL,Panthers,"$1,030,000","$1,030,000",$0,$0,0.0%
,James Mitchell,TE,Panthers,"$1,030,000","$1,030,000",$0,$0,0.0%
,Ja'Tyre Carter,LG,Panthers,"$1,075,000","$1,075,000",$0,$0,0.0%
,Demani Richardson,S,Panthers,"$1,075,000","$1,075,000",$0,$0,0.0%
,Trevis Gipson,EDGE,Panthers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Isaiah Simmons,LB,Panthers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Robert Rochell,CB,Panthers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Krys Barnes,LB,Panthers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Jake Curhan,RT,Panthers,"$1,170,000","$1,170,000",$0,$0,0.0%
,Dan Chisena,WR,Panthers,"$1,215,000","$1,215,000",$0,$0,0.0%
,Saahdiq Charles,LT,Panthers,"$1,215,000","$1,215,000",$0,$0,0.0%
,Nick Scott,S,Panthers,"$1,337,500","$1,337,500",$0,$0,0.0%
,Jalen Coker,WR,Panthers,"$1,755,000","$877,500",$0,$0,0.0%
,Jared Harrison-Hunte,IDL,Panthers,"$1,845,000","$922,500",$0,$0,0.0%
,Nick Samac,C,Panthers,"$2,035,000","$1,017,500",$0,$0,0.0%
,Maema Njongmeta,LB,Panthers,"$2,035,000","$1,017,500",$0,$0,0.0%
,Cade Mays,C,Panthers,"$3,406,000","$3,406,000",$0,$0,0.0%
,Milton Williams,IDL,Patriots,"$104,000,000","$26,000,000","$51,000,000","$12,750,000",49.0%
,Will Campbell,LT,Patriots,"$43,662,098","$10,915,525","$43,662,098","$10,915,525",100.0%
,Drake Maye,QB,Patriots,"$36,639,764","$9,159,941","$36,639,764","$9,159,941",100.0%
,Michael Onwenu,RT,Patriots,"$57,000,000","$19,000,000","$36,500,000","$12,166,667",64.0%
,Carlton Davis,CB,Patriots,"$54,000,000","$18,000,000","$34,500,000","$11,500,000",63.9%
,Christian Barmore,IDL,Patriots,"$84,000,000","$21,000,000","$31,822,128","$7,955,532",37.9%
,Harold Landry,EDGE,Patriots,"$43,500,000","$14,500,000","$26,000,000","$8,666,667",59.8%
,Robert Spillane,LB,Patriots,"$33,000,000","$11,000,000","$20,600,000","$6,866,667",62.4%
,Marcus Jones,CB,Patriots,"$36,000,000","$12,000,000","$17,500,000","$5,833,333",48.6%
,Rhamondre Stevenson,RB,Patriots,"$36,000,000","$9,000,000","$17,116,000","$4,279,000",47.5%
,Stefon Diggs,WR,Patriots,"$63,500,000","$21,166,667","$16,600,000","$5,533,333",26.1%
,Hunter Henry,TE,Patriots,"$27,000,000","$9,000,000","$15,800,000","$5,266,667",58.5%
,Christian Gonzalez,CB,Patriots,"$15,102,868","$3,775,717","$15,102,868","$3,775,717",100.0%
,TreVeyon Henderson,RB,Patriots,"$11,143,260","$2,785,815","$11,143,260","$2,785,815",100.0%
,Morgan Moses,RT,Patriots,"$24,000,000","$8,000,000","$11,000,000","$3,666,667",45.8%
,Jahlani Tavai,LB,Patriots,"$16,000,000","$5,333,333","$9,000,000","$3,000,000",56.3%
,Christian Elliss,LB,Patriots,"$13,508,000","$6,754,000","$7,750,000","$3,875,000",57.4%
,Anfernee Jennings,EDGE,Patriots,"$12,000,000","$4,000,000","$5,500,000","$1,833,333",45.8%
,Antonio Gibson,RB,Patriots,"$11,250,000","$3,750,000","$5,300,000","$1,766,667",47.1%
,Austin Hooper,TE,Patriots,"$5,000,000","$5,000,000","$4,000,000","$4,000,000",80.0%
,Joshua Dobbs,QB,Patriots,"$8,000,000","$4,000,000","$3,800,000","$1,900,000",47.5%
,Garrett Bradbury,C,Patriots,"$9,500,000","$4,750,000","$3,800,000","$1,900,000",40.0%
,Mack Hollins,WR,Patriots,"$8,400,000","$4,200,000","$3,500,000","$1,750,000",41.7%
,Brenden Schooler,S,Patriots,"$9,000,000","$3,000,000","$2,600,000","$866,667",28.9%
,K'Lavon Chaisson,EDGE,Patriots,"$3,000,000","$3,000,000","$2,400,000","$2,400,000",80.0%
,Ben Brown,C,Patriots,"$5,000,000","$2,500,000","$2,300,000","$1,150,000",46.0%
,Kyle Williams,WR,Patriots,"$6,703,572","$1,675,893","$1,515,324","$378,831",22.6%
,Caedan Wallace,LT,Patriots,"$6,043,304","$1,510,826","$1,215,128","$303,782",20.1%
,Jared Wilson,C,Patriots,"$6,207,432","$1,551,858","$1,154,496","$288,624",18.6%
,Craig Woodson,S,Patriots,"$5,266,456","$1,316,614","$1,066,448","$266,612",20.2%
,Marte Mapu,LB,Patriots,"$5,563,708","$1,390,927","$1,046,332","$261,583",18.8%
,Khyiris Tonga,IDL,Patriots,"$2,100,000","$2,100,000","$1,000,000","$1,000,000",47.6%
,Joshua Farmer,IDL,Patriots,"$4,865,816","$1,216,454","$665,816","$166,454",13.7%
,Jaylinn Hawkins,S,Patriots,"$1,800,000","$1,800,000","$650,000","$650,000",36.1%
,Jack Gibbens,LB,Patriots,"$1,300,000","$1,300,000","$300,000","$300,000",23.1%
,Efton Chism III,WR,Patriots,"$2,990,000","$996,667","$259,000","$86,333",8.7%
,Andres Borregales,K,Patriots,"$4,456,484","$1,114,121","$256,484","$64,121",5.8%
,Marcellas Dial,CB,Patriots,"$4,232,128","$1,058,032","$212,128","$53,032",5.0%
,Vederian Lowe,LT,Patriots,"$3,857,872","$964,468","$197,872","$49,468",5.1%
,Kayshon Boutte,WR,Patriots,"$4,027,264","$1,006,816","$187,264","$46,816",4.6%
,Bryce Baringer,P,Patriots,"$4,018,456","$1,004,614","$178,456","$44,614",4.4%
,Lan Larison,RB,Patriots,"$2,990,000","$996,667","$175,000","$58,333",5.9%
,Marcus Bryant,LT,Patriots,"$4,348,328","$1,087,082","$148,328","$37,082",3.4%
,Demario Douglas,WR,Patriots,"$3,973,332","$993,333","$133,332","$33,333",3.4%
,Elijah Ponder,EDGE,Patriots,"$2,980,000","$993,333","$115,000","$38,333",3.9%
,Julian Ashby,LS,Patriots,"$4,301,672","$1,075,418","$101,672","$25,418",2.4%
,Brock Lampe,TE,Patriots,"$2,980,000","$993,333","$55,000","$18,333",1.8%
,Eric Gregory,IDL,Patriots,"$2,995,000","$998,333","$30,000","$10,000",1.0%
,Dell Pettus,S,Patriots,"$2,839,000","$946,333","$9,000","$3,000",0.3%
,Isaiah Iton,EDGE,Patriots,"$840,000","$840,000",$0,$0,0.0%
,Brandon Crossley,CB,Patriots,"$885,000","$885,000",$0,$0,0.0%
,Marshall Lang,TE,Patriots,"$885,000","$885,000",$0,$0,0.0%
,Lorenz Metz,RG,Patriots,"$885,000","$885,000",$0,$0,0.0%
,John Jiles,WR,Patriots,"$885,000","$885,000",$0,$0,0.0%
,Mehki Butler,RG,Patriots,"$885,000","$885,000",$0,$0,0.0%
,Jeremiah Webb,WR,Patriots,"$885,000","$885,000",$0,$0,0.0%
,Deneric Prince,RB,Patriots,"$960,000","$960,000",$0,$0,0.0%
,Amari Gainer,EDGE,Patriots,"$1,005,000","$1,005,000",$0,$0,0.0%
,John Saunders,S,Patriots,"$1,005,000","$1,005,000",$0,$0,0.0%
,Tommy DeVito,QB,Patriots,"$1,030,000","$1,030,000",$0,$0,0.0%
,Yasir Durant,LT,Patriots,"$1,030,000","$1,030,000",$0,$0,0.0%
,Alex Austin,CB,Patriots,"$1,030,000","$1,030,000",$0,$0,0.0%
,Leonard Taylor,IDL,Patriots,"$1,075,000","$1,075,000",$0,$0,0.0%
,Andrew Rupcich,RT,Patriots,"$1,075,000","$1,075,000",$0,$0,0.0%
,Sebastian Gutierrez,LT,Patriots,"$1,075,000","$1,075,000",$0,$0,0.0%
,Otis Reese,LB,Patriots,"$1,075,000","$1,075,000",$0,$0,0.0%
,Thayer Munford,RT,Patriots,"$1,100,000","$1,100,000",$0,$0,0.0%
,Jeremiah Pharms,IDL,Patriots,"$1,145,000","$1,145,000",$0,$0,0.0%
,Elijah Mitchell,RB,Patriots,"$1,215,000","$1,215,000",$0,$0,0.0%
,Jack Westover,TE,Patriots,"$1,755,000","$877,500",$0,$0,0.0%
,CJ Dippre,TE,Patriots,"$1,845,000","$922,500",$0,$0,0.0%
,Kobee Minor,CB,Patriots,"$1,845,000","$922,500",$0,$0,0.0%
,Jaquelin Roy,IDL,Patriots,"$1,945,000","$972,500",$0,$0,0.0%
,Charles Woods,CB,Patriots,"$2,035,000","$1,017,500",$0,$0,0.0%
,Terrell Jennings,RB,Patriots,"$2,035,000","$1,017,500",$0,$0,0.0%
,Cory Durden,IDL,Patriots,"$2,175,000","$1,087,500",$0,$0,0.0%
,Chad Muma,LB,Patriots,"$2,340,000","$1,170,000",$0,$0,0.0%
,Bradyn Swinson,EDGE,Patriots,"$4,200,000","$1,050,000",$0,$0,0.0%
,Maxx Crosby,EDGE,Raiders,"$106,500,000","$35,500,000","$62,500,000","$20,833,333",58.7%
,Geno Smith,QB,Raiders,"$75,000,000","$37,500,000","$58,500,000","$29,250,000",78.0%
,Kolton Miller,LT,Raiders,"$66,000,000","$22,000,000","$36,500,000","$12,166,667",55.3%
,Ashton Jeanty,RB,Raiders,"$35,895,812","$8,973,953","$35,895,812","$8,973,953",100.0%
,Tyree Wilson,EDGE,Raiders,"$25,005,500","$6,251,375","$25,005,500","$6,251,375",100.0%
,Brock Bowers,TE,Raiders,"$18,138,784","$4,534,696","$18,138,784","$4,534,696",100.0%
,Kenny Pickett,QB,Raiders,"$14,067,904","$3,516,976","$14,067,904","$3,516,976",100.0%
,Jeremy Chinn,S,Raiders,"$16,258,000","$8,129,000","$12,250,000","$6,125,000",75.3%
,Malcolm Koonce,EDGE,Raiders,"$11,040,000","$11,040,000","$10,020,000","$10,020,000",90.8%
,A.J. Cole,P,Raiders,"$15,800,000","$3,950,000","$10,000,000","$2,500,000",63.3%
